"","Year","Type","Value","GCAM_commodity"
"1716",1929,"Planted",9.827734,"OilCrop"
"1717",1930,"Harvested",4.345404,"OilCrop"
"1718",1930,"Planted",12.429312,"OilCrop"
"1719",1931,"Harvested",4.616486,"OilCrop"
"1720",1931,"Planted",15.51641,"OilCrop"
"1721",1932,"Harvested",4.050046,"OilCrop"
"1722",1932,"Planted",14.986384,"OilCrop"
"1723",1933,"Harvested",4.224024,"OilCrop"
"1724",1933,"Planted",14.310702,"OilCrop"
"1725",1934,"Harvested",6.295576,"OilCrop"
"1726",1934,"Planted",23.321144,"OilCrop"
"1727",1935,"Harvested",11.79409,"OilCrop"
"1728",1935,"Planted",28.184436,"OilCrop"
"1729",1936,"Harvested",9.544514,"OilCrop"
"1730",1936,"Planted",24.789842,"OilCrop"
"1731",1937,"Harvested",10.462956,"OilCrop"
"1732",1937,"Planted",25.619272,"OilCrop"
"1733",1938,"Harvested",12.27961,"OilCrop"
"1734",1938,"Planted",29.608628,"OilCrop"
"1735",1939,"Harvested",17.45849,"OilCrop"
"1736",1939,"Planted",38.69999,"OilCrop"
"1737",1940,"Harvested",19.449122,"OilCrop"
"1738",1940,"Planted",42.430402,"OilCrop"
"1739",1941,"Harvested",23.826894,"OilCrop"
"1740",1941,"Planted",40.735128,"OilCrop"
"1741",1942,"Harvested",40.031124,"OilCrop"
"1742",1942,"Planted",55.414016,"OilCrop"
"1743",1943,"Harvested",42.066262,"OilCrop"
"1744",1943,"Planted",57.416786,"OilCrop"
"1745",1944,"Harvested",41.45127,"OilCrop"
"1746",1944,"Planted",53.075428,"OilCrop"
"1747",1945,"Harvested",43.45404,"OilCrop"
"1748",1945,"Planted",52.824576,"OilCrop"
"1749",1946,"Harvested",40.184872,"OilCrop"
"1750",1946,"Planted",47.362476,"OilCrop"
"1751",1947,"Harvested",46.168906,"OilCrop"
"1752",1947,"Planted",52.808392,"OilCrop"
"1753",1948,"Harvested",43.219372,"OilCrop"
"1754",1948,"Planted",48.499402,"OilCrop"
"1755",1949,"Harvested",42.410172,"OilCrop"
"1756",1949,"Planted",48.034112,"OilCrop"
"1757",1950,"Harvested",55.863122,"OilCrop"
"1758",1950,"Planted",60.884208,"OilCrop"
"1759",1951,"Harvested",55.08629,"OilCrop"
"1760",1951,"Planted",61.402096,"OilCrop"
"1761",1952,"Harvested",58.40401,"OilCrop"
"1762",1952,"Planted",64.566068,"OilCrop"
"1763",1953,"Harvested",59.998134,"OilCrop"
"1764",1953,"Planted",66.330124,"OilCrop"
"1765",1954,"Harvested",68.972162,"OilCrop"
"1766",1954,"Planted",75.016886,"OilCrop"
"1767",1955,"Harvested",75.33652,"OilCrop"
"1768",1955,"Planted",79.601004,"OilCrop"
"1769",1956,"Harvested",83.42852,"OilCrop"
"1770",1956,"Planted",87.7982,"OilCrop"
"1771",1957,"Harvested",84.387422,"OilCrop"
"1772",1957,"Planted",88.761148,"OilCrop"
"1773",1958,"Harvested",97.075678,"OilCrop"
"1774",1958,"Planted",101.586968,"OilCrop"
"1775",1959,"Harvested",91.565026,"OilCrop"
"1776",1959,"Planted",94.470054,"OilCrop"
"1777",1960,"Harvested",95.70813,"OilCrop"
"1778",1960,"Planted",98.88424,"OilCrop"
"1779",1961,"Harvested",109.254138,"OilCrop"
"1780",1961,"Planted",112.426202,"OilCrop"
"1781",1962,"Harvested",111.701968,"OilCrop"
"1782",1962,"Planted",114.979228,"OilCrop"
"1783",1963,"Harvested",115.77629,"OilCrop"
"1784",1963,"Planted",119.203252,"OilCrop"
"1785",1964,"Harvested",124.588478,"OilCrop"
"1786",1964,"Planted",128.343166,"OilCrop"
"1787",1965,"Harvested",139.380654,"OilCrop"
"1788",1965,"Planted",142.528442,"OilCrop"
"1789",1966,"Harvested",147.865116,"OilCrop"
"1790",1966,"Planted",150.891524,"OilCrop"
"1791",1967,"Harvested",161.05103,"OilCrop"
"1792",1967,"Planted",165.153674,"OilCrop"
"1793",1968,"Harvested",167.467986,"OilCrop"
"1794",1968,"Planted",171.00419,"OilCrop"
"1795",1969,"Harvested",167.249502,"OilCrop"
"1796",1969,"Planted",172.092564,"OilCrop"
"1797",1970,"Harvested",170.939454,"OilCrop"
"1798",1970,"Planted",174.309772,"OilCrop"
"1799",1971,"Harvested",172.78443,"OilCrop"
"1800",1971,"Planted",175.903896,"OilCrop"
"1801",1972,"Harvested",184.833418,"OilCrop"
"1802",1972,"Planted",189.619836,"OilCrop"
"1803",1973,"Harvested",225.228682,"OilCrop"
"1804",1973,"Planted",228.797254,"OilCrop"
"1805",1974,"Harvested",207.725686,"OilCrop"
"1806",1974,"Planted",212.330034,"OilCrop"
"1807",1975,"Harvested",216.934382,"OilCrop"
"1808",1975,"Planted",220.87114,"OilCrop"
"1809",1976,"Harvested",199.876446,"OilCrop"
"1810",1976,"Planted",203.388374,"OilCrop"
"1811",1977,"Harvested",233.98018,"OilCrop"
"1812",1977,"Planted",238.624988,"OilCrop"
"1813",1978,"Harvested",257.580498,"OilCrop"
"1814",1978,"Planted",261.808568,"OilCrop"
"1815",1979,"Harvested",284.607778,"OilCrop"
"1816",1979,"Planted",288.928906,"OilCrop"
"1817",1980,"Harvested",274.371398,"OilCrop"
"1818",1980,"Planted",282.93678,"OilCrop"
"1819",1981,"Harvested",267.695498,"OilCrop"
"1820",1981,"Planted",273.278978,"OilCrop"
"1821",1982,"Harvested",280.962332,"OilCrop"
"1822",1982,"Planted",286.796664,"OilCrop"
"1823",1983,"Harvested",252.97615,"OilCrop"
"1824",1983,"Planted",258.049834,"OilCrop"
"1825",1984,"Harvested",267.493198,"OilCrop"
"1826",1984,"Planted",274.13673,"OilCrop"
"1827",1985,"Harvested",249.229554,"OilCrop"
"1828",1985,"Planted",255.48467,"OilCrop"
"1829",1986,"Harvested",235.930352,"OilCrop"
"1830",1986,"Planted",244.39863,"OilCrop"
"1831",1987,"Harvested",231.317912,"OilCrop"
"1832",1987,"Planted",235.39628,"OilCrop"
"1833",1988,"Harvested",232.131158,"OilCrop"
"1834",1988,"Planted",238.06664,"OilCrop"
"1835",1989,"Harvested",240.890748,"OilCrop"
"1836",1989,"Planted",246.07772,"OilCrop"
"1837",1990,"Harvested",228.647552,"OilCrop"
"1838",1990,"Planted",233.83857,"OilCrop"
"1839",1991,"Harvested",235.367958,"OilCrop"
"1840",1991,"Planted",240.142238,"OilCrop"
"1841",1992,"Harvested",236.100284,"OilCrop"
"1842",1992,"Planted",240.057272,"OilCrop"
"1843",1993,"Harvested",232.6454046,"OilCrop"
"1844",1993,"Planted",243.9381952,"OilCrop"
"1845",1994,"Harvested",247.4359622,"OilCrop"
"1846",1994,"Planted",250.7767444,"OilCrop"
"1847",1995,"Harvested",250.7524684,"OilCrop"
"1848",1995,"Planted",254.669401,"OilCrop"
"1849",1996,"Harvested",257.7229172,"OilCrop"
"1850",1996,"Planted",261.227967,"OilCrop"
"1851",1997,"Harvested",282.1777504,"OilCrop"
"1852",1997,"Planted",285.9615696,"OilCrop"
"1853",1998,"Harvested",289.3767982,"OilCrop"
"1854",1998,"Planted",295.9438608,"OilCrop"
"1855",1999,"Harvested",297.3583424,"OilCrop"
"1856",1999,"Planted",302.6836876,"OilCrop"
"1857",2000,"Harvested",299.0394554,"OilCrop"
"1858",2000,"Planted",306.78795,"OilCrop"
"1859",2001,"Harvested",301.1563226,"OilCrop"
"1860",2001,"Planted",305.7671442,"OilCrop"
"1861",2002,"Harvested",298.5183306,"OilCrop"
"1862",2002,"Planted",305.1752144,"OilCrop"
"1863",2003,"Harvested",297.5638792,"OilCrop"
"1864",2003,"Planted",301.3756158,"OilCrop"
"1865",2004,"Harvested",302.6157148,"OilCrop"
"1866",2004,"Planted",307.8265582,"OilCrop"
"1867",2005,"Harvested",292.796882,"OilCrop"
"1868",2005,"Planted",296.1404964,"OilCrop"
"1869",2006,"Harvested",305.974704,"OilCrop"
"1870",2006,"Planted",309.7917004,"OilCrop"
"1871",2007,"Harvested",264.2143196,"OilCrop"
"1872",2007,"Planted",266.7066556,"OilCrop"
"1873",2008,"Harvested",306.1616292,"OilCrop"
"1874",2008,"Planted",310.4463432,"OilCrop"
"1875",2009,"Harvested",312.2739214,"OilCrop"
"1876",2009,"Planted",316.688512,"OilCrop"
"1877",2010,"Harvested",315.7615734,"OilCrop"
"1878",2010,"Planted",319.0477346,"OilCrop"
"1879",2011,"Harvested",302.6824738,"OilCrop"
"1880",2011,"Planted",307.937014,"OilCrop"
"1881",2012,"Harvested",315.0385532,"OilCrop"
"1882",2012,"Planted",319.4515254,"OilCrop"
"1883",2013,"Harvested",313.5617632,"OilCrop"
"1884",2013,"Planted",316.2746062,"OilCrop"
"1885",2014,"Harvested",340.5510108,"OilCrop"
"1886",2014,"Planted",343.9634072,"OilCrop"
"1887",2015,"Harvested",337.6654036,"OilCrop"
"1888",2015,"Planted",341.6369572,"OilCrop"
"1889",2016,"Harvested",341.4953472,"OilCrop"
"1890",2016,"Planted",344.609958,"OilCrop"
"1891",2017,"Harvested",370.4270794,"OilCrop"
"1892",2017,"Planted",373.2406678,"OilCrop"
"1893",2018,"Harvested",362.2865274,"OilCrop"
"1894",2018,"Planted",368.8471164,"OilCrop"
"1895",2019,"Harvested",311.3049044,"OilCrop"
"1896",2019,"Planted",316.2001598,"OilCrop"
